Household_ID,Year,Month,Electricity_Consumption_kWh,LPG_Consumption_kg,Petrol_Consumption_L,Diesel_Consumption_L,CNG_Consumption_kg,Firewood_kg,Kerosene_Liters,Backup_Generator_Diesel_Liters,AC_Tonnage,AC_Hours_per_day,Fridge_Count,Refrigerator_Star_Rating,WashingMachine_Usage_per_week,Petrol_Vehicle_CC,No_of_Petrol_Vehicles,Diesel_Vehicle_CC,No_of_Diesel_Vehicles,No_of_LPG_Cylinders,Carbon_Emission_from_Electricity,Carbon_Emission_from_LPG,Carbon_Emission_from_Petrol,Carbon_Emission_from_Diesel,Carbon_Emission_from_CNG,Total_Carbon_Emission
H0039,2024,10,659.669117210191,4.06708268455661,16.9718216421977,17.7612223164919,14.2324214854584,44.5954607715636,1.91955597732748,3.70047357230538,1.5,0.84,2,4,9,1500,1,1500,1,0,540.928676112357,12.1199063999787,39.2049079934767,47.6000758081983,28.4648429709169,668.318409284927
H0040,2024,3,524.83661338313,29.5970481614171,23.4021224661615,19.2119385006371,14.5089090605934,0.187687125452202,9.21328144321042,9.59671846710308,2,8.9,3,4,8,1000,1,1500,1,3,430.366022974166,88.199203521023,54.058902896833,51.4879951817074,29.0178181211868,653.129942694916
H0041,2023,8,109.380294510204,10.1949137482485,51.0251607495882,21.7603023249523,9.77568988062889,39.7032644922371,8.48353283704909,1.07802928717999,2,4.21,0,3,3,1000,2,2500,2,0,89.6918414983672,30.3808429697805,117.868121331549,58.3176102308721,19.5513797612578,315.809795791826
H0042,2022,12,323.786703014138,13.9909760811015,37.5270456184451,8.66812885492984,19.8171121474571,40.2745753264247,4.93362889687791,1.82790588033476,2,11.74,2,4,9,1500,2,2500,1,2,265.505096471593,41.6931087216824,86.6874753786082,23.230585331212,39.6342242949141,456.75049019801
H0043,2024,2,646.154372613668,1.792125313258,13.8797578526974,22.4361586095633,19.8789032335701,14.8885794303449,10.325294866363,4.25430144708057,2,3.69,2,5,5,0,0,1500,2,3,529.846585543208,5.34053343350883,32.062240639731,60.1289050736296,39.7578064671402,667.136071157218
H0044,2023,8,635.656807774174,23.9421777875367,47.4424954490092,30.4657901129119,5.84345666535145,18.6306447171914,4.0025651020216,0.607604842941761,2,10.27,3,5,1,1800,1,0,0,2,521.238582374823,71.3476898068594,109.592164487211,81.6483175026038,11.6869133307029,795.5136675022
H0045,2022,8,333.963279126427,12.7819850992376,58.8852561985459,7.47412482732424,17.0133774713798,14.9760915921078,5.96890680376591,8.83408658338978,0,4.8,0,1,4,0,0,1500,2,1,273.84988888367,38.0903155957281,136.024941818641,20.030654537229,34.0267549427595,502.022555778028
H0046,2023,5,385.784398825745,17.2361919524148,35.4853617459956,35.8925525974831,13.4038510705329,15.3770336952761,7.50270597679804,4.88658186027389,1.5,2.14,1,2,10,1500,1,1500,1,0,316.343207037111,51.363852018196,81.9711856332499,96.1920409612547,26.8077021410657,572.677987790877
H0047,2023,11,633.505781716384,28.9799635193306,26.5630596533254,4.00204704361237,0.93349097068052,18.1075597875387,8.30487553767109,8.01404151750278,0,10.2,0,1,4,1500,1,0,0,3,519.474741007435,86.3602912876052,61.3606677991817,10.7254860768812,1.86698194136104,679.788168112464
H0048,2023,5,784.150767085613,3.84395902607777,48.5997165122812,28.1081559359633,23.2684683867809,5.94481633696627,4.35202182577158,1.54826395402359,0,0.77,2,5,5,1000,1,1500,1,3,643.003629010203,11.4549978977117,112.26534514337,75.3298579083816,46.5369367735619,888.590766733228
H0049,2024,2,707.587169540108,27.7787134810781,2.13397784377728,16.6955663298904,11.6132295618156,14.0265941540581,11.5140276712925,7.22267501365917,1,2.82,1,1,6,1800,1,2500,1,3,580.221479022888,82.7805661736128,4.92948881912552,44.7441177641063,23.2264591236312,735.902110903364
H0050,2024,11,517.895541588978,9.28223465301562,34.5097487403424,5.52973226837895,8.91027116875453,15.5938262608414,14.7916934038926,5.99572364242791,1,7.26,2,2,9,0,0,1500,2,0,424.674344102962,27.6610592659866,79.717519590191,14.8196824792556,17.8205423375091,564.693147775904
H0051,2022,8,85.8998560460732,29.0136427145893,43.0846308356956,24.4346922788519,14.3865892649734,17.6610974128494,14.1970933130884,4.66251840346495,2,3.62,1,4,3,1800,1,2000,1,1,70.43788195778,86.460655289476,99.5254972304569,65.484975307323,28.7731785299469,350.682188314983
H0052,2024,9,692.829775963163,10.7968128412695,53.6124034368594,0.204726863915243,1.19367879693068,0.71962089407579,9.87304433764459,2.48712226803809,2,7.79,1,3,7,1000,2,2500,2,0,568.120416289793,32.1745022669832,123.844651939145,0.548667995292852,2.38735759386136,727.075596085076
H0053,2024,1,796.110785904652,22.3665596708313,56.0981789354855,0.123700559801572,2.07532933008378,29.1001387929623,8.68823708360919,8.1845860019866,2,3.59,3,2,4,1500,1,2000,2,0,652.810844441814,66.6523478190771,129.586793340972,0.331517500268212,4.15065866016757,853.532161762299
H0054,2022,4,703.158814051218,11.4520922482868,55.9830423351281,27.5290440054145,15.9160880481291,39.3556938678932,0.217266750344206,1.12192709438522,2,1.37,3,5,8,1500,1,2500,2,2,576.590227521998,34.1272348998946,129.320827794146,73.7778379345108,31.8321760962583,845.648304246808
H0055,2022,5,360.599065510196,21.5114364739065,15.1917235363651,0.0759212196213932,2.17354290360532,5.965476085576,2.34283648912649,9.19381178439971,1.5,8.44,2,3,7,1500,2,1500,1,0,295.691233718361,64.1040806922415,35.0928813690033,0.203468868585334,4.34708580721063,399.438750455402
H0056,2022,11,73.1003737596373,18.7821625105104,22.2598833278457,17.1310128540117,20.9659101744635,13.9459928771256,0.870341645387238,3.12671930917166,1.5,0.17,0,2,2,1500,1,0,0,3,59.9423064829026,55.9708442813209,51.4203304873236,45.9111144487513,41.931820348927,255.176416049225
H0057,2023,1,54.6875031282314,26.6195878694692,43.9671826074088,14.7501637845632,24.2812330373829,30.7767853072618,10.7653155893819,4.08142680827289,1,9.63,1,4,1,1800,2,2000,1,1,44.8437525651498,79.3263718510181,101.564191823114,39.5304389426294,48.5624660747659,313.827221256678
H0058,2022,2,306.450232148769,10.8838026689369,26.9841632629051,6.78270693360274,7.41420510360038,2.02198427802049,7.05894870952236,7.50108374908919,0,1.08,2,1,10,0,0,2000,2,0,251.28919036199,32.4337319534319,62.3334171373109,18.1776545820553,14.8284102072008,379.062404241989
H0059,2022,7,540.4602778814,23.4472752651798,11.7267439085785,21.0463541651123,4.99947576261452,15.5773296559104,14.411000078402,7.10566961673773,0,9.52,0,4,3,1800,2,2000,2,0,443.177427862748,69.8728802902359,27.0887784288164,56.4042291625009,9.99895152522903,606.542267269531
H0060,2024,9,674.47521071975,25.6690015185903,28.7926903056282,39.1188931273551,24.6340720355586,36.2672015669325,1.10449772230859,2.80483941418157,1,7.09,1,2,2,1000,1,1500,1,3,553.069672790195,76.4936245253991,66.5111146060011,104.838633581312,49.2681440711173,850.181189574024
H0061,2024,10,53.2919405287553,19.7650150254928,43.9815316169752,13.0294116319235,19.6562076503619,29.6451981077382,3.10272108819377,7.83241526007444,1,9.39,1,1,10,1800,2,2000,1,3,43.6993912335793,58.8997447759685,101.597338035213,34.9188231735549,39.3124153007238,278.427712519039
H0062,2022,5,302.182722228722,20.053414209811,25.1146557023776,4.37423890706079,23.5330000129812,42.651153204033,6.94748761421768,8.48264092575739,0,2.98,0,2,10,0,0,1500,2,1,247.789832227552,59.7591743452367,58.0148546724922,11.7229602709229,47.0660000259624,424.352821542166
H0063,2024,3,582.36860220146,24.6751117290971,42.2394028083436,17.0790608929618,22.3586283589394,4.83837523960743,6.85022533059502,0.270809839225835,0,8.62,0,2,7,0,0,0,0,3,477.542253805197,73.5318329527093,97.5730204872738,45.7718831931377,44.7172567178788,739.136247156197
H0064,2022,12,455.995328817893,20.3899451251571,31.6909936908447,11.0067022451558,14.8350342514049,32.8207277288746,4.60094946126681,6.44260011809975,2,5.01,3,2,3,1000,2,2000,2,0,373.916169630672,60.7620364729682,73.2061954258512,29.4979620170175,29.6700685028098,567.052432049318
H0065,2022,3,398.916565799647,20.084910446505,6.23231726865448,5.05163008656409,12.0557011253049,2.20780972477982,10.4475761565495,9.80249415217295,0,8.43,2,2,3,1800,1,1500,1,2,327.111583955711,59.853033130585,14.3966528905918,13.5383686319918,24.1114022506098,439.011040859489
H0066,2022,10,118.398342670475,22.9150690015232,5.21080859164963,21.5988150221644,4.53090085613129,38.1293750330353,2.22154748437765,0.877975519117756,1.5,3.92,0,1,7,1000,2,2000,1,3,97.0866409897898,68.2869056245391,12.0369678467106,57.8848242594007,9.06180171226258,244.357140432703
H0067,2023,8,204.95027562607,6.58960586909568,32.1514833496203,8.431101449836,9.97673109604796,21.6578007302588,7.64874668385328,1.76906921893205,1.5,0.61,0,2,3,0,0,2000,2,3,168.059226013377,19.6370254899051,74.269926537623,22.5953518855605,19.9534621920959,304.514992118562
H0068,2022,12,522.716278133231,29.6739889425965,31.3183383340156,30.3430706326392,19.1049619997071,37.4395730404361,4.92291144743775,9.84534377439784,0,10.97,1,2,3,1800,2,0,0,1,428.627348069249,88.4284870489377,72.345361551576,81.319429295473,38.2099239994142,708.93054996465
H0069,2024,5,337.630410912687,20.3413831651649,58.8860067374233,10.7904262714123,12.2315723807125,22.0569364169954,9.55767195769143,7.12495325413656,2,9.54,1,5,5,1500,1,0,0,1,276.856936948404,60.6173218321914,136.026675563448,28.9183424073848,24.463144761425,526.882421512853
H0070,2024,8,457.145326732447,16.8491207117559,53.7247341447829,34.4103374608643,10.208694671974,36.8157135549549,5.64458954858737,8.031083310307,2,11.87,0,1,4,1000,2,2000,1,0,374.859167920607,50.2103797210326,124.104135874449,92.2197043951164,20.417389343948,661.810777255152
H0071,2024,2,339.994638779061,18.6738782077472,32.0468925932817,34.4439952185016,18.4767322214172,0.125412405841158,12.907779390614,8.40929290282683,0,8.62,1,1,8,1000,1,2000,1,2,278.79560379883,55.6481570590866,74.0283218904806,92.3099071855843,36.9534644428345,537.735454376816
H0072,2022,8,422.356521977015,17.0419720135478,9.04353871835921,29.2077774595982,14.3451916324521,47.1675990992381,8.29298684918534,0.16842922933022,2,10.29,1,2,8,1500,1,1500,2,2,346.332348021152,50.7850766003725,20.8905744394098,78.2768435917232,28.6903832649041,524.975225917562
H0073,2023,11,135.244399816547,0.410787169652452,9.20051942652968,4.75364840046391,6.85279379894122,48.9220679671443,13.4120563353712,6.74258032564647,0,8.49,3,4,4,1500,2,2500,2,1,110.900407849568,1.22414576556431,21.2531998752836,12.7397777132433,13.7055875978824,159.823118801542
H0074,2024,2,557.562079042302,7.4008143892767,58.8878207864371,7.93683621177621,11.7877706705559,40.1212026897282,10.5319363501595,2.3367384297709,2,10.56,3,4,7,1500,1,2500,2,0,457.200904814688,22.0544268800446,136.03086601667,21.2707210475602,23.5755413411118,660.132460100074
H0075,2024,9,366.827101229316,22.1506679907985,43.645007914473,32.6480712961505,20.1346725995089,29.8520299648496,13.0049593989409,3.7807464538914,0,5.22,2,2,5,1500,1,1500,1,0,300.798223008039,66.0089906125796,100.819968282433,87.4968310736834,40.2693451990179,595.393358175753
H0076,2022,10,662.030626616619,19.9466338860538,38.8877780007352,20.699412691065,18.9088014455828,3.62601015375887,7.82409286521927,8.16217550771675,0,10.85,2,3,7,1000,2,0,0,0,542.865113825627,59.4409689804402,89.8307671816984,55.4744260120541,37.8176028911655,785.428878890986
H0077,2023,10,83.9337659668339,13.8923676862592,11.7955488499885,5.05368607954289,1.0690416354278,40.979238958391,12.9759160008853,3.87428357008645,0,6.9,1,2,0,0,0,2500,2,2,68.8256880928037,41.3992557050524,27.2477178434735,13.5438786931749,2.1380832708556,153.15462360536
H0078,2023,9,212.550034880203,1.33781434594299,43.7455404264288,35.2305796378296,10.0641607200813,47.1428642127216,6.34276898934697,4.11218732337651,0,4.1,2,2,0,1500,1,1500,2,1,174.291028601766,3.98668675091011,101.05219838505,94.4179534293833,20.1283214401625,393.876188607273
H0079,2023,1,662.926027677884,10.0767874324213,21.3085148531382,25.7097774945699,9.52321797161118,45.3129118756292,10.9039443886718,8.81995538685494,1.5,7.3,0,5,0,1800,1,2500,2,1,543.599342695865,30.0288265486155,49.2226693107492,68.9022036854474,19.0464359432224,710.7994781839
H0080,2022,7,679.408910217849,24.7922862080247,56.2731696645728,8.83228098921563,19.6052060888201,6.74759971722104,1.80158246961553,7.21638263679634,1,1.59,0,3,6,1000,1,2000,2,1,557.115306378636,73.8810128999135,129.991021925163,23.6705130510979,39.2104121776402,823.868266432451
H0081,2022,4,194.245533496986,22.4181908764389,51.2727905848562,29.129636401717,13.1216689527651,31.8786760771653,2.21139320102592,7.79452117808018,1.5,3.62,1,5,6,0,0,1500,1,1,159.281337467529,66.8062088117878,118.440146251018,78.0674255566017,26.2433379055303,448.838455992466
H0082,2022,5,698.846510142537,11.0491530925877,56.4607692804238,12.8309474416736,9.94123174399963,13.2113512187021,14.0422418951841,5.07642237073407,0,4.52,3,2,1,1000,1,2000,1,2,573.05413831688,32.9264762159112,130.424377037779,34.3869391436851,19.8824634879993,790.674394202255
H0083,2023,1,729.362703268876,7.40537679951928,30.422193842079,32.4789720482575,15.2639110028296,2.63501640771122,6.92338904099036,8.12441652315712,0,5.38,2,1,7,0,0,2000,2,2,598.077416680478,22.0680228625675,70.2752677752026,87.0436450893301,30.5278220056592,807.992174413238
H0084,2022,11,364.17585885484,29.1174397463329,13.268070345284,31.5332652258743,4.5732639962429,16.6298422508617,11.2182278137025,4.38483304290089,1,7.44,1,2,8,1800,2,2000,2,3,298.624204260969,86.769970444072,30.6492424976061,84.5091508053432,9.14652799248581,509.699096000476
H0085,2024,2,657.145211860529,7.1311697260699,5.65986565712405,33.1126581957968,20.5532079668056,38.3033037510779,1.92267297779378,5.12277352069589,0,6.7,1,2,6,1000,1,2000,2,3,538.859073725633,21.2508857836883,13.0742896679566,88.7419239647355,41.1064159336112,703.032589075625
H0086,2023,2,506.043572807808,28.3444950982406,39.4401040771528,1.81803686740729,17.4665963584903,25.4806087761077,14.6976735287302,0.431180717341795,1,5.79,2,1,2,0,0,1500,1,0,414.955729702403,84.466595392757,91.106640418223,4.87233880465153,34.9331927169806,630.334497035015
H0087,2024,10,458.357340671253,12.9771281122475,0.20359008877574,17.8290375810742,14.5735365235599,9.79025497279111,0.135981954743304,4.02873959339183,1.5,0.99,1,1,8,1500,1,1500,1,0,375.853019350428,38.6718417744976,0.47029310507196,47.781820717279,29.1470730471198,491.924047994396
H0088,2024,7,311.20846191346,25.6160879451929,29.0508507218896,11.6786948444875,7.38507688090727,14.8337608364497,14.1148528448713,4.31851125534097,1,10.28,2,1,2,1000,1,0,0,1,255.190938769037,76.3359420766747,67.107465167565,31.2989021832266,14.7701537618145,444.703401958318
H0089,2024,1,737.377433021348,25.4010111759801,42.5109958530982,34.4396299449274,17.9612790884109,9.87794738125841,11.0233295178032,1.89516381636856,0,8.54,2,2,2,1000,2,1500,1,1,604.649495077505,75.6950133044207,98.2004004206568,92.2982082524055,35.9225581768218,906.76567523181
H0090,2023,4,675.927146840498,9.94630675833018,38.1562436074556,24.756530745937,3.08597431499871,17.0264928482391,10.1445909610175,6.51209526988285,1,5.74,2,4,3,0,0,0,0,0,554.260260409208,29.6399941398239,88.1409227332225,66.3475023991111,6.17194862999743,744.560628311363
H0091,2024,11,183.57371237193,3.99890952417267,16.5585506782426,2.22529399098583,16.8951243713342,46.4105313988693,6.68947454233849,5.53312739899945,2,11.73,0,3,8,0,0,2000,1,3,150.530444144983,11.9167503820346,38.2502520667405,5.96378789584203,33.7902487426684,240.451483232268
H0092,2024,11,387.048261415467,28.6912494197981,11.6729523557855,24.3230237893611,18.8812943783398,49.6920605033401,4.93101121570182,3.08219016200122,1,11.73,2,1,8,0,0,1500,1,2,317.379574360683,85.4999232709983,26.9645199418645,65.1857037554879,37.7625887566796,532.792310085713
H0093,2024,5,555.379370862753,12.5772130917918,39.622973484313,4.81289338306996,9.394251942934,29.8256073147001,9.26615788142665,9.49994324907074,1,11.43,2,2,9,1500,2,2000,2,1,455.411084107458,37.4800950135395,91.5290687487631,12.8985542666275,18.788503885868,616.107306022256
H0094,2022,7,179.017115783176,23.1880600368223,48.4683350543884,9.43899094732084,11.064935946904,18.2092839283077,9.57031110787645,8.71328906589007,0,0.43,3,1,2,1500,2,2000,2,1,146.794034942204,69.1004189097304,111.961853975637,25.2964957388199,22.129871893808,375.282675460199
